batch_column,batch_level_count,cell_count,control_cells_in_dataset,dataset_id,failures,is_control,perturbation_id,status,warnings
,,445,11855,norman,,False,PTPN9,warn,batch/replicate confounding cannot be assessed
,,328,11855,norman,,False,RHOXF2,warn,batch/replicate confounding cannot be assessed
,,321,11855,norman,,False,RHOXF2_SET,warn,batch/replicate confounding cannot be assessed
,,263,11855,norman,,False,RHOXF2_ZBTB25,warn,batch/replicate confounding cannot be assessed
,,331,11855,norman,,False,RREB1,warn,batch/replicate confounding cannot be assessed
,,779,11855,norman,,False,RUNX1T1,warn,batch/replicate confounding cannot be assessed
,,541,11855,norman,,False,S1PR2,warn,batch/replicate confounding cannot be assessed
,,498,11855,norman,,False,SAMD1,warn,batch/replicate confounding cannot be assessed
,,351,11855,norman,,False,SAMD1_PTPN12,warn,batch/replicate confounding cannot be assessed
,,72,11855,norman,,False,SAMD1_TGFBR2,warn,batch/replicate confounding cannot be assessed
,,240,11855,norman,,False,SAMD1_UBASH3B,warn,batch/replicate confounding cannot be assessed
,,191,11855,norman,,False,SAMD1_ZBTB1,warn,batch/replicate confounding cannot be assessed
,,986,11855,norman,,False,SET,warn,batch/replicate confounding cannot be assessed
,,658,11855,norman,,False,SET_CEBPE,warn,batch/replicate confounding cannot be assessed
,,667,11855,norman,,False,SET_KLF1,warn,batch/replicate confounding cannot be assessed
,,483,11855,norman,,False,SGK1,warn,batch/replicate confounding cannot be assessed
,,358,11855,norman,,False,SGK1_S1PR2,warn,batch/replicate confounding cannot be assessed
,,349,11855,norman,,False,SGK1_TBX2,warn,batch/replicate confounding cannot be assessed
,,300,11855,norman,,False,SGK1_TBX3,warn,batch/replicate confounding cannot be assessed
,,332,11855,norman,,False,SLC38A2,warn,batch/replicate confounding cannot be assessed
,,1000,11855,norman,,False,SLC4A1,warn,batch/replicate confounding cannot be assessed
,,558,11855,norman,,False,SLC6A9,warn,batch/replicate confounding cannot be assessed
,,467,11855,norman,,False,SNAI1,warn,batch/replicate confounding cannot be assessed
,,131,11855,norman,,False,SNAI1_DLX2,warn,batch/replicate confounding cannot be assessed
,,299,11855,norman,,False,SNAI1_UBASH3B,warn,batch/replicate confounding cannot be assessed
,,613,11855,norman,,False,SPI1,warn,batch/replicate confounding cannot be assessed
,,309,11855,norman,,False,STIL,warn,batch/replicate confounding cannot be assessed
,,690,11855,norman,,False,TBX2,warn,batch/replicate confounding cannot be assessed
,,691,11855,norman,,False,TBX3,warn,batch/replicate confounding cannot be assessed
,,1167,11855,norman,,False,TBX3_TBX2,warn,batch/replicate confounding cannot be assessed
,,646,11855,norman,,False,TGFBR2,warn,batch/replicate confounding cannot be assessed
,,325,11855,norman,,False,TGFBR2_C19orf26,warn,batch/replicate confounding cannot be assessed
,,318,11855,norman,,False,TGFBR2_ETS2,warn,batch/replicate confounding cannot be assessed
,,301,11855,norman,,False,TGFBR2_IGDCC3,warn,batch/replicate confounding cannot be assessed
,,265,11855,norman,,False,TGFBR2_PRTG,warn,batch/replicate confounding cannot be assessed
,,543,11855,norman,,False,TMSB4X,warn,batch/replicate confounding cannot be assessed
,,329,11855,norman,,False,TMSB4X_BAK1,warn,batch/replicate confounding cannot be assessed
,,248,11855,norman,,False,TP73,warn,batch/replicate confounding cannot be assessed
,,441,11855,norman,,False,TSC22D1,warn,batch/replicate confounding cannot be assessed
,,819,11855,norman,,False,UBASH3A,warn,batch/replicate confounding cannot be assessed
,,1202,11855,norman,,False,UBASH3B,warn,batch/replicate confounding cannot be assessed
,,402,11855,norman,,False,UBASH3B_CNN1,warn,batch/replicate confounding cannot be assessed
,,796,11855,norman,,False,UBASH3B_OSR2,warn,batch/replicate confounding cannot be assessed
,,298,11855,norman,,False,UBASH3B_PTPN12,warn,batch/replicate confounding cannot be assessed
,,325,11855,norman,,False,UBASH3B_PTPN9,warn,batch/replicate confounding cannot be assessed
,,554,11855,norman,,False,UBASH3B_UBASH3A,warn,batch/replicate confounding cannot be assessed
,,255,11855,norman,,False,UBASH3B_ZBTB25,warn,batch/replicate confounding cannot be assessed
,,693,11855,norman,,False,ZBTB1,warn,batch/replicate confounding cannot be assessed
,,162,11855,norman,,False,ZBTB10,warn,batch/replicate confounding cannot be assessed
,,89,11855,norman,,False,ZBTB10_DLX2,warn,batch/replicate confounding cannot be assessed
,,182,11855,norman,,False,ZBTB10_ELMSAN1,warn,batch/replicate confounding cannot be assessed
,,265,11855,norman,,False,ZBTB10_PTPN12,warn,batch/replicate confounding cannot be assessed
,,100,11855,norman,,False,ZBTB10_SNAI1,warn,batch/replicate confounding cannot be assessed
,,740,11855,norman,,False,ZBTB25,warn,batch/replicate confounding cannot be assessed
,,516,11855,norman,,False,ZC3HAV1,warn,batch/replicate confounding cannot be assessed
,,86,11855,norman,,False,ZC3HAV1_CEBPA,warn,batch/replicate confounding cannot be assessed
,,410,11855,norman,,False,ZC3HAV1_CEBPE,warn,batch/replicate confounding cannot be assessed
,,618,11855,norman,,False,ZC3HAV1_HOXC13,warn,batch/replicate confounding cannot be assessed
,,650,11855,norman,,False,ZNF318,warn,batch/replicate confounding cannot be assessed
,,246,11855,norman,,False,ZNF318_FOXL2,warn,batch/replicate confounding cannot be assessed
,,11855,11855,norman,,True,control,control,batch/replicate confounding cannot be assessed
batch,47,212,10691,replogle,,False,AAAS,pass,
batch,39,99,10691,replogle,,False,AAMP,pass,
batch,29,40,10691,replogle,cell count below threshold: 40 < 50,False,AARS,fail,
batch,48,181,10691,replogle,,False,AARS2,pass,
batch,35,49,10691,replogle,cell count below threshold: 49 < 50,False,AASDHPPT,fail,
batch,48,298,10691,replogle,,False,AATF,pass,
batch,31,51,10691,replogle,,False,ABCB10,pass,
batch,48,199,10691,replogle,,False,ABCB7,pass,
batch,47,249,10691,replogle,,False,ABCE1,pass,
batch,48,329,10691,replogle,,False,ABCF1,pass,
batch,46,144,10691,replogle,,False,ABCG1,pass,
batch,29,49,10691,replogle,cell count below threshold: 49 < 50,False,ABHD11,fail,
batch,43,95,10691,replogle,,False,ABHD17A,pass,
batch,44,107,10691,replogle,,False,ABT1,pass,
batch,39,77,10691,replogle,,False,ACD,pass,
batch,47,191,10691,replogle,,False,ACIN1,pass,
batch,47,180,10691,replogle,,False,ACOT12,pass,
batch,48,168,10691,replogle,,False,ACTB,pass,
batch,35,55,10691,replogle,,False,ACTL6A,pass,
batch,43,116,10691,replogle,,False,ACTR10,pass,
batch,46,143,10691,replogle,,False,ACTR1A,pass,
batch,48,206,10691,replogle,,False,ACTR1B,pass,
batch,47,236,10691,replogle,,False,ACTR2,pass,
batch,44,118,10691,replogle,,False,ACTR3,pass,
batch,44,108,10691,replogle,,False,ACTR6,pass,
batch,47,252,10691,replogle,,False,ACTR8,pass,
batch,41,85,10691,replogle,,False,ADAT2,pass,
batch,42,125,10691,replogle,,False,ADAT3,pass,
batch,43,105,10691,replogle,,False,ADRM1,pass,
batch,45,133,10691,replogle,,False,ADSL,pass,
batch,12,15,10691,replogle,cell count below threshold: 15 < 50,False,AFG3L2,fail,
batch,48,290,10691,replogle,,False,AHCTF1,pass,
batch,47,147,10691,replogle,,False,AHCY,pass,
batch,33,50,10691,replogle,,False,AIFM1,pass,
batch,47,169,10691,replogle,,False,AKIRIN2,pass,
batch,35,78,10691,replogle,,False,ALDOA,pass,
batch,39,69,10691,replogle,,False,ALG1,pass,
batch,40,97,10691,replogle,,False,ALG11,pass,
batch,48,170,10691,replogle,,False,ALG13,pass,
batch,47,183,10691,replogle,,False,ALG14,pass,
batch,46,216,10691,replogle,,False,ALG1L,pass,
batch,48,247,10691,replogle,,False,ALG2,pass,
batch,48,319,10691,replogle,,False,ALYREF,pass,
batch,43,124,10691,replogle,,False,ANAPC1,pass,
batch,23,29,10691,replogle,cell count below threshold: 29 < 50,False,ANAPC10,fail,
batch,38,77,10691,replogle,,False,ANAPC11,pass,
batch,43,112,10691,replogle,,False,ANAPC13,pass,
batch,48,424,10691,replogle,,False,ANAPC15,pass,
batch,48,237,10691,replogle,,False,ANAPC2,pass,
batch,31,63,10691,replogle,,False,ANAPC4,pass,
batch,30,40,10691,replogle,cell count below threshold: 40 < 50,False,ANAPC5,fail,
batch,45,126,10691,replogle,,False,ANKLE2,pass,
batch,48,260,10691,replogle,,False,ANKRD11,pass,
batch,43,144,10691,replogle,,False,ANKRD49,pass,
batch,41,95,10691,replogle,,False,ANKS6,pass,
batch,41,96,10691,replogle,,False,ANLN,pass,
batch,48,215,10691,replogle,,False,AP2M1,pass,
batch,45,123,10691,replogle,,False,AP2S1,pass,
batch,45,108,10691,replogle,,False,AQP7,pass,
batch,39,90,10691,replogle,,False,AQR,pass,
batch,48,333,10691,replogle,,False,ARCN1,pass,
batch,39,89,10691,replogle,,False,ARF4,pass,
batch,45,138,10691,replogle,,False,ARFRP1,pass,
batch,39,84,10691,replogle,,False,ARGFX,pass,
batch,48,498,10691,replogle,,False,ARGLU1,pass,
batch,48,212,10691,replogle,,False,ARHGAP11B,pass,
batch,23,31,10691,replogle,cell count below threshold: 31 < 50,False,ARID3A,fail,
batch,32,59,10691,replogle,,False,ARIH1,pass,
batch,38,74,10691,replogle,,False,ARL2,pass,
batch,43,120,10691,replogle,,False,ARL4D,pass,
batch,36,86,10691,replogle,,False,ARMC6,pass,
batch,42,110,10691,replogle,,False,ARMC7,pass,
batch,48,227,10691,replogle,,False,ARPC2,pass,
batch,43,141,10691,replogle,,False,ARPC3,pass,
batch,47,220,10691,replogle,,False,ARPC4,pass,
batch,48,284,10691,replogle,,False,ASF1B,pass,
batch,34,72,10691,replogle,,False,ATF4,pass,
batch,46,141,10691,replogle,,False,ATF5,pass,
batch,47,120,10691,replogle,,False,ATL2,pass,
batch,40,84,10691,replogle,,False,ATP1A1,pass,
batch,46,158,10691,replogle,,False,ATP2A2,pass,
batch,42,119,10691,replogle,,False,ATP6AP1,pass,
batch,45,175,10691,replogle,,False,ATP6AP2,pass,
batch,45,147,10691,replogle,,False,ATP6V0B,pass,
batch,31,53,10691,replogle,,False,ATP6V0C,pass,
batch,40,101,10691,replogle,,False,ATP6V0D1,pass,
batch,42,96,10691,replogle,,False,ATP6V1A,pass,
batch,48,442,10691,replogle,,False,ATP6V1B2,pass,
batch,33,59,10691,replogle,,False,ATP6V1C1,pass,
batch,44,139,10691,replogle,,False,ATP6V1D,pass,
batch,47,188,10691,replogle,,False,ATP6V1E1,pass,
batch,39,72,10691,replogle,,False,ATP6V1F,pass,
batch,35,67,10691,replogle,,False,ATP6V1G1,pass,
batch,40,84,10691,replogle,,False,ATP6V1H,pass,
batch,45,141,10691,replogle,,False,ATR,pass,
batch,48,184,10691,replogle,,False,ATRIP,pass,
batch,36,58,10691,replogle,,False,AURKA,pass,
batch,37,76,10691,replogle,,False,AURKAIP1,pass,
batch,24,33,10691,replogle,cell count below threshold: 33 < 50,False,AURKB,fail,
batch,46,162,10691,replogle,,False,BANF1,pass,
batch,41,110,10691,replogle,,False,BANP,pass,
batch,46,200,10691,replogle,,False,BAP1,pass,
batch,46,140,10691,replogle,,False,BARD1,pass,
batch,48,246,10691,replogle,,False,BCAR1,pass,
batch,46,227,10691,replogle,,False,BCAS2,pass,
batch,46,173,10691,replogle,,False,BCL2L1,pass,
batch,31,51,10691,replogle,,False,BCLAF1,pass,
batch,48,561,10691,replogle,,False,BCR,pass,
batch,40,70,10691,replogle,,False,BCS1L,pass,
batch,48,331,10691,replogle,,False,BDP1,pass,
batch,46,131,10691,replogle,,False,BET1,pass,
batch,48,236,10691,replogle,,False,BGLAP,pass,
batch,29,46,10691,replogle,cell count below threshold: 46 < 50,False,BIRC5,fail,
batch,22,28,10691,replogle,cell count below threshold: 28 < 50,False,BMS1,fail,
batch,46,111,10691,replogle,,False,BNIP1,pass,
batch,48,253,10691,replogle,,False,BOP1,pass,
batch,31,55,10691,replogle,,False,BORA,pass,
batch,34,56,10691,replogle,,False,BPTF,pass,
batch,42,104,10691,replogle,,False,BRCA1,pass,
batch,46,147,10691,replogle,,False,BRCA2,pass,
batch,43,116,10691,replogle,,False,BRD4,pass,
batch,34,77,10691,replogle,,False,BRD8,pass,
batch,47,166,10691,replogle,,False,BRF1,pass,
batch,46,174,10691,replogle,,False,BRF2,pass,
batch,45,132,10691,replogle,,False,BRIP1,pass,
batch,44,132,10691,replogle,,False,BRIX1,pass,
batch,48,180,10691,replogle,,False,BRK1,pass,
batch,37,79,10691,replogle,,False,BTF3,pass,
batch,45,141,10691,replogle,,False,BTF3L4,pass,
batch,48,648,10691,replogle,,False,BUB1,pass,
batch,48,141,10691,replogle,,False,BUB1B,pass,
batch,48,409,10691,replogle,,False,BUB3,pass,
batch,47,174,10691,replogle,,False,BUD13,pass,
batch,24,37,10691,replogle,cell count below threshold: 37 < 50,False,BUD31,fail,
batch,39,98,10691,replogle,,False,BYSL,pass,
batch,41,100,10691,replogle,,False,C12orf45,pass,
batch,43,110,10691,replogle,,False,C12orf60,pass,
batch,47,143,10691,replogle,,False,C14orf178,pass,
batch,47,184,10691,replogle,,False,C16orf86,pass,
batch,33,58,10691,replogle,,False,C17orf58,pass,
batch,46,189,10691,replogle,,False,C19orf25,pass,
batch,45,169,10691,replogle,,False,C19orf53,pass,
batch,47,160,10691,replogle,,False,C1D,pass,
batch,47,210,10691,replogle,,False,C1QBP,pass,
batch,48,199,10691,replogle,,False,C1QTNF4,pass,
batch,48,240,10691,replogle,,False,C1orf109,pass,
batch,46,164,10691,replogle,,False,C6orf15,pass,
batch,37,86,10691,replogle,,False,C7orf26,pass,
batch,39,93,10691,replogle,,False,C7orf50,pass,
batch,48,212,10691,replogle,,False,C9orf16,pass,
batch,47,201,10691,replogle,,False,C9orf78,pass,
batch,47,190,10691,replogle,,False,CA5A,pass,
batch,48,316,10691,replogle,,False,CACNB3,pass,
batch,36,60,10691,replogle,,False,CACTIN,pass,
batch,48,381,10691,replogle,,False,CADM4,pass,
batch,42,99,10691,replogle,,False,CAMLG,pass,
batch,17,26,10691,replogle,cell count below threshold: 26 < 50,False,CAP1,fail,
batch,38,83,10691,replogle,,False,CAPZB,pass,
batch,17,19,10691,replogle,cell count below threshold: 19 < 50,False,CARS,fail,
batch,47,211,10691,replogle,,False,CASP8AP2,pass,
batch,41,102,10691,replogle,,False,CBLL1,pass,
batch,48,214,10691,replogle,,False,CBLN1,pass,
batch,46,151,10691,replogle,,False,CBX1,pass,
batch,31,48,10691,replogle,cell count below threshold: 48 < 50,False,CCAR1,fail,
batch,48,211,10691,replogle,,False,CCDC115,pass,
batch,44,113,10691,replogle,,False,CCDC130,pass,
batch,44,198,10691,replogle,,False,CCDC137,pass,
batch,44,117,10691,replogle,,False,CCDC144A,pass,
batch,37,87,10691,replogle,,False,CCDC144NL,pass,
batch,44,104,10691,replogle,,False,CCDC174,pass,
batch,45,125,10691,replogle,,False,CCDC59,pass,
batch,46,142,10691,replogle,,False,CCDC78,pass,
batch,38,79,10691,replogle,,False,CCDC84,pass,
batch,48,253,10691,replogle,,False,CCDC86,pass,
batch,19,24,10691,replogle,cell count below threshold: 24 < 50,False,CCNA2,fail,
batch,42,158,10691,replogle,,False,CCNB1,pass,
batch,45,146,10691,replogle,,False,CCND1,pass,
batch,36,79,10691,replogle,,False,CCNH,pass,
batch,48,327,10691,replogle,,False,CCNK,pass,
batch,47,177,10691,replogle,,False,CCNL1,pass,
batch,34,47,10691,replogle,cell count below threshold: 47 < 50,False,CCP110,fail,
batch,48,199,10691,replogle,,False,CCT2,pass,
batch,48,234,10691,replogle,,False,CCT3,pass,
batch,48,251,10691,replogle,,False,CCT4,pass,
batch,35,66,10691,replogle,,False,CCT5,pass,
batch,45,131,10691,replogle,,False,CCT6A,pass,
batch,44,152,10691,replogle,,False,CCT7,pass,
batch,44,111,10691,replogle,,False,CCT8,pass,
batch,44,132,10691,replogle,,False,CD2BP2,pass,
batch,39,88,10691,replogle,,False,CD3EAP,pass,
batch,43,112,10691,replogle,,False,CD8B,pass,
batch,47,137,10691,replogle,,False,CDAN1,pass,
batch,41,112,10691,replogle,,False,CDC123,pass,
batch,48,165,10691,replogle,,False,CDC16,pass,
batch,42,115,10691,replogle,,False,CDC20,pass,
batch,48,177,10691,replogle,,False,CDC23,pass,
batch,32,45,10691,replogle,cell count below threshold: 45 < 50,False,CDC26,fail,
batch,48,366,10691,replogle,,False,CDC27,pass,
batch,46,174,10691,replogle,,False,CDC37,pass,
batch,43,107,10691,replogle,,False,CDC40,pass,
batch,35,70,10691,replogle,,False,CDC42,pass,
batch,40,92,10691,replogle,,False,CDC45,pass,
batch,43,99,10691,replogle,,False,CDC5L,pass,
batch,47,192,10691,replogle,,False,CDC6,pass,
batch,42,95,10691,replogle,,False,CDC7,pass,
batch,48,171,10691,replogle,,False,CDC73,pass,
batch,36,61,10691,replogle,,False,CDCA5,pass,
batch,37,82,10691,replogle,,False,CDCA8,pass,
batch,48,247,10691,replogle,,False,CDIPT,pass,
batch,48,347,10691,replogle,,False,CDK1,pass,
batch,48,269,10691,replogle,,False,CDK11A,pass,
batch,44,105,10691,replogle,,False,CDK2,pass,
batch,16,18,10691,replogle,cell count below threshold: 18 < 50,False,CDK7,fail,
batch,46,140,10691,replogle,,False,CDK9,pass,
batch,23,28,10691,replogle,cell count below threshold: 28 < 50,False,CDT1,fail,
batch,42,113,10691,replogle,,False,CEBPZ,pass,
batch,35,76,10691,replogle,,False,CENPA,pass,
batch,44,124,10691,replogle,,False,CENPC,pass,
batch,48,177,10691,replogle,,False,CENPE,pass,
batch,38,63,10691,replogle,,False,CENPH,pass,
batch,25,42,10691,replogle,cell count below threshold: 42 < 50,False,CENPI,fail,
batch,48,282,10691,replogle,,False,CENPJ,pass,
batch,43,97,10691,replogle,,False,CENPK,pass,
batch,47,147,10691,replogle,,False,CENPN,pass,
batch,34,65,10691,replogle,,False,CENPT,pass,
batch,36,72,10691,replogle,,False,CENPW,pass,
batch,44,153,10691,replogle,,False,CEP152,pass,
batch,48,202,10691,replogle,,False,CEP192,pass,
batch,36,68,10691,replogle,,False,CEP68,pass,
batch,44,129,10691,replogle,,False,CEP85,pass,
batch,46,135,10691,replogle,,False,CEP97,pass,
batch,45,157,10691,replogle,,False,CFDP1,pass,
batch,18,23,10691,replogle,cell count below threshold: 23 < 50,False,CFL1,fail,
batch,25,38,10691,replogle,cell count below threshold: 38 < 50,False,CHAF1A,fail,
batch,41,84,10691,replogle,,False,CHAF1B,pass,
batch,42,84,10691,replogle,,False,CHCHD1,pass,
batch,39,90,10691,replogle,,False,CHCHD2,pass,
batch,43,140,10691,replogle,,False,CHCHD4,pass,
batch,29,44,10691,replogle,cell count below threshold: 44 < 50,False,CHD4,fail,
batch,48,295,10691,replogle,,False,CHEK1,pass,
batch,38,67,10691,replogle,,False,CHERP,pass,
batch,41,78,10691,replogle,,False,CHMP1A,pass,
batch,41,93,10691,replogle,,False,CHMP2A,pass,
batch,44,130,10691,replogle,,False,CHMP3,pass,
batch,39,71,10691,replogle,,False,CHMP4B,pass,
batch,38,110,10691,replogle,,False,CHMP5,pass,
batch,48,624,10691,replogle,,False,CHMP6,pass,
batch,47,240,10691,replogle,,False,CHMP7,pass,
batch,48,259,10691,replogle,,False,CHORDC1,pass,
batch,43,97,10691,replogle,,False,CHTF18,pass,
batch,27,45,10691,replogle,cell count below threshold: 45 < 50,False,CHTF8,fail,
batch,42,149,10691,replogle,,False,CHTOP,pass,
batch,48,255,10691,replogle,,False,CIAO1,pass,
batch,44,151,10691,replogle,,False,CIAPIN1,pass,
batch,39,78,10691,replogle,,False,CINP,pass,
batch,48,315,10691,replogle,,False,CKAP5,pass,
batch,44,127,10691,replogle,,False,CLASRP,pass,
batch,31,47,10691,replogle,cell count below threshold: 47 < 50,False,CLCC1,fail,
batch,39,88,10691,replogle,,False,CLK2,pass,
batch,37,53,10691,replogle,,False,CLNS1A,pass,
batch,33,55,10691,replogle,,False,CLP1,pass,
batch,45,134,10691,replogle,,False,CLSPN,pass,
batch,44,157,10691,replogle,,False,CLTC,pass,
batch,45,173,10691,replogle,,False,CMPK1,pass,
batch,44,145,10691,replogle,,False,CMTR1,pass,
batch,32,67,10691,replogle,,False,CNIH4,pass,
batch,47,197,10691,replogle,,False,CNN2,pass,
batch,48,269,10691,replogle,,False,CNOT1,pass,
batch,36,84,10691,replogle,,False,CNOT2,pass,
batch,48,332,10691,replogle,,False,CNOT3,pass,
batch,47,175,10691,replogle,,False,COA5,pass,
batch,48,247,10691,replogle,,False,COASY,pass,
batch,27,40,10691,replogle,cell count below threshold: 40 < 50,False,COG1,fail,
batch,48,343,10691,replogle,,False,COG2,pass,
batch,33,56,10691,replogle,,False,COG3,pass,
batch,46,129,10691,replogle,,False,COG4,pass,
batch,48,183,10691,replogle,,False,COG6,pass,
batch,31,47,10691,replogle,cell count below threshold: 47 < 50,False,COG8,fail,
batch,48,243,10691,replogle,,False,COPA,pass,
batch,37,91,10691,replogle,,False,COPB1,pass,
batch,45,129,10691,replogle,,False,COPB2,pass,
batch,45,143,10691,replogle,,False,COPE,pass,
batch,48,261,10691,replogle,,False,COPG1,pass,
batch,34,47,10691,replogle,cell count below threshold: 47 < 50,False,COPS2,fail,
batch,37,73,10691,replogle,,False,COPS3,pass,
batch,47,262,10691,replogle,,False,COPS4,pass,
batch,41,98,10691,replogle,,False,COPS5,pass,
batch,48,235,10691,replogle,,False,COPS6,pass,
batch,47,224,10691,replogle,,False,COPS8,pass,
batch,47,207,10691,replogle,,False,COPZ1,pass,
batch,34,67,10691,replogle,,False,COQ2,pass,
batch,47,162,10691,replogle,,False,COQ4,pass,
batch,44,113,10691,replogle,,False,COQ5,pass,
batch,39,94,10691,replogle,,False,COX10,pass,
batch,44,109,10691,replogle,,False,COX11,pass,
batch,44,103,10691,replogle,,False,COX15,pass,
batch,44,143,10691,replogle,,False,COX17,pass,
batch,39,85,10691,replogle,,False,COX5A,pass,
batch,44,118,10691,replogle,,False,COX5B,pass,
batch,47,117,10691,replogle,,False,COX6C,pass,
batch,43,120,10691,replogle,,False,COX7B,pass,
batch,48,165,10691,replogle,,False,COX7C,pass,
batch,48,233,10691,replogle,,False,CPAMD8,pass,
batch,42,101,10691,replogle,,False,CPNE7,pass,
batch,42,101,10691,replogle,,False,CPOX,pass,
batch,31,50,10691,replogle,,False,CPSF1,pass,
batch,17,20,10691,replogle,cell count below threshold: 20 < 50,False,CPSF2,fail,
batch,48,627,10691,replogle,,False,CPSF3,pass,
batch,32,59,10691,replogle,,False,CPSF4,pass,
batch,31,50,10691,replogle,,False,CPSF6,pass,
batch,47,160,10691,replogle,,False,CRCP,pass,
batch,47,120,10691,replogle,,False,CRKL,pass,
batch,45,111,10691,replogle,,False,CRLS1,pass,
batch,48,261,10691,replogle,,False,CRNKL1,pass,
batch,48,222,10691,replogle,,False,CS,pass,
batch,47,432,10691,replogle,,False,CSE1L,pass,
batch,46,179,10691,replogle,,False,CSH2,pass,
batch,47,172,10691,replogle,,False,CSNK1A1,pass,
batch,44,128,10691,replogle,,False,CSNK2B,pass,
batch,44,141,10691,replogle,,False,CSTF1,pass,
batch,36,66,10691,replogle,,False,CSTF3,pass,
batch,40,110,10691,replogle,,False,CTBP2,pass,
batch,39,68,10691,replogle,,False,CTCF,pass,
batch,43,117,10691,replogle,,False,CTDP1,pass,
batch,33,69,10691,replogle,,False,CTNNBL1,pass,
batch,13,14,10691,replogle,cell count below threshold: 14 < 50,False,CTPS1,fail,
batch,47,212,10691,replogle,,False,CTR9,pass,
batch,44,114,10691,replogle,,False,CTU2,pass,
batch,48,223,10691,replogle,,False,CUL1,pass,
batch,43,94,10691,replogle,,False,CUL2,pass,
batch,41,120,10691,replogle,,False,CUL3,pass,
batch,26,33,10691,replogle,cell count below threshold: 33 < 50,False,CUL7,fail,
batch,48,184,10691,replogle,,False,CWC15,pass,
batch,23,34,10691,replogle,cell count below threshold: 34 < 50,False,CWC22,fail,
batch,46,149,10691,replogle,,False,CWC25,pass,
batch,48,194,10691,replogle,,False,CWF19L2,pass,
batch,44,122,10691,replogle,,False,CXXC1,pass,
batch,45,98,10691,replogle,,False,CYC1,pass,
batch,44,163,10691,replogle,,False,CYCS,pass,
batch,42,111,10691,replogle,,False,CYFIP1,pass,
batch,47,140,10691,replogle,,False,CYP2A13,pass,
batch,43,120,10691,replogle,,False,CYP4F11,pass,
batch,46,170,10691,replogle,,False,CYS1,pass,
batch,40,80,10691,replogle,,False,DAD1,pass,
batch,46,162,10691,replogle,,False,DAP3,pass,
batch,39,70,10691,replogle,,False,DARS,pass,
batch,44,131,10691,replogle,,False,DBF4,pass,
batch,41,98,10691,replogle,,False,DBR1,pass,
batch,45,137,10691,replogle,,False,DCAF6,pass,
batch,45,117,10691,replogle,,False,DCLRE1B,pass,
batch,48,197,10691,replogle,,False,DCTN1,pass,
batch,43,126,10691,replogle,,False,DCTN2,pass,
batch,46,201,10691,replogle,,False,DCTN3,pass,
batch,38,77,10691,replogle,,False,DCTN4,pass,
batch,46,141,10691,replogle,,False,DCTN5,pass,
batch,35,64,10691,replogle,,False,DCTN6,pass,
batch,48,183,10691,replogle,,False,DCUN1D5,pass,
batch,46,177,10691,replogle,,False,DDB1,pass,
batch,46,249,10691,replogle,,False,DDN,pass,
batch,40,86,10691,replogle,,False,DDOST,pass,
batch,44,101,10691,replogle,,False,DDX1,pass,
batch,43,104,10691,replogle,,False,DDX10,pass,
batch,47,128,10691,replogle,,False,DDX11,pass,
batch,46,137,10691,replogle,,False,DDX18,pass,
batch,44,103,10691,replogle,,False,DDX19A,pass,
batch,48,285,10691,replogle,,False,DDX19B,pass,
batch,43,114,10691,replogle,,False,DDX20,pass,
batch,40,90,10691,replogle,,False,DDX21,pass,
batch,47,159,10691,replogle,,False,DDX23,pass,
batch,48,286,10691,replogle,,False,DDX24,pass,
batch,33,49,10691,replogle,cell count below threshold: 49 < 50,False,DDX27,fail,
batch,21,29,10691,replogle,cell count below threshold: 29 < 50,False,DDX3X,fail,
batch,48,292,10691,replogle,,False,DDX41,pass,
batch,28,44,10691,replogle,cell count below threshold: 44 < 50,False,DDX42,fail,
batch,48,214,10691,replogle,,False,DDX46,pass,
batch,48,313,10691,replogle,,False,DDX47,pass,
batch,29,45,10691,replogle,cell count below threshold: 45 < 50,False,DDX49,fail,
batch,46,151,10691,replogle,,False,DDX5,pass,
batch,42,128,10691,replogle,,False,DDX51,pass,
batch,43,117,10691,replogle,,False,DDX52,pass,
batch,41,95,10691,replogle,,False,DDX54,pass,
batch,43,163,10691,replogle,,False,DDX55,pass,
batch,46,174,10691,replogle,,False,DDX56,pass,
batch,46,154,10691,replogle,,False,DDX59,pass,
batch,38,76,10691,replogle,,False,DDX6,pass,
batch,47,251,10691,replogle,,False,DENR,pass,
batch,42,124,10691,replogle,,False,DERL2,pass,
batch,40,96,10691,replogle,,False,DHDDS,pass,
batch,46,125,10691,replogle,,False,DHFR,pass,
batch,46,223,10691,replogle,,False,DHODH,pass,
batch,37,66,10691,replogle,,False,DHPS,pass,
batch,47,359,10691,replogle,,False,DHX15,pass,
batch,48,328,10691,replogle,,False,DHX16,pass,
batch,45,140,10691,replogle,,False,DHX33,pass,
batch,48,269,10691,replogle,,False,DHX36,pass,
batch,48,217,10691,replogle,,False,DHX37,pass,
batch,45,115,10691,replogle,,False,DHX8,pass,
batch,43,92,10691,replogle,,False,DHX9,pass,
batch,46,158,10691,replogle,,False,DICER1,pass,
batch,41,94,10691,replogle,,False,DIMT1,pass,
batch,26,43,10691,replogle,cell count below threshold: 43 < 50,False,DIS3,fail,
batch,35,66,10691,replogle,,False,DKC1,pass,
batch,48,311,10691,replogle,,False,DLD,pass,
batch,36,78,10691,replogle,,False,DMAP1,pass,
batch,39,107,10691,replogle,,False,DMRTA2,pass,
batch,47,292,10691,replogle,,False,DNAJA1,pass,
